DataType,IterationNumber,numPoints,runs,trueBeta,MCLTSBetaAvg,MCLTSBetaAvgError,MCLTSBetaStd,NoisyStatsBetaAvg,NoisyStatsBetaAvgError,NoisyStatsStd,
Outlier,100,100,10,30.027870489065865,36.05510186925942,6.027231380193552,2.485553736547217,-2.0303238048389844,32.05819429390485,4.352625265551479,
Gaussian,100,100,10,0.5477977645980557,0.552031400139547,0.004233635541491254,0.022906894315881204,0.9685867660763424,0.4207890014782867,1.3765944537440993,
Bimodal,100,100,10,0.47560130360160374,0.23126102356030556,0.24434028004129818,0.024051854425178393,2.179165230383693,1.703563926782089,4.076618667697703,
Outlier,100,100,10,26.83712361132513,23.600355168129514,3.236768443195615,2.2645298846716866,-1.183443036170854,28.020566647495983,2.9707644154761352,
Gaussian,200,200,10,0.8952613052866454,0.8614359446064167,0.03382536068022868,0.010478613375506015,0.4589725170947446,0.43628878819190076,0.3532725461764455,
Bimodal,200,200,10,0.3076581764993226,0.11710479995997294,0.19055337653934964,0.010203029627634077,0.47217442546927246,0.16451624896994987,0.6797543874558927,
Outlier,200,200,10,21.732447641996004,21.200504348926827,0.5319432930691761,0.2577295623298171,-1.2841934777864008,23.016641119782406,2.424113644463894,
Gaussian,200,200,10,0.6690016944527002,0.6665152259024142,0.002486468550286003,0.0028583699395235674,0.8635832341162908,0.1945815396635906,0.5635757860011865,
Bimodal,200,200,10,0.4471363982966591,0.35568451783641714,0.09145188046024194,0.003463911615773051,0.06368101322752799,0.38345538506913107,0.819782008520567,
Outlier,200,200,10,25.03315988511202,25.68149783230526,0.6483379471932409,0.49213109641763886,-1.6284021305917213,26.66156201570374,5.149249615018724,
Gaussian,200,200,10,0.6414415451544117,0.639204789240795,0.002236755913616606,0.003856403366979037,0.7766267248503645,0.1351851796959529,1.0664325704282231,
Bimodal,200,200,10,0.34983022945030307,0.16725674846515898,0.1825734809851441,0.013624418242265414,1.1628968158100625,0.8130665863597595,1.2730489584830564,
Outlier,200,200,10,25.479617360023973,28.218322629967314,2.738705269943342,1.3409445755135412,2.144687776732448,23.334929583291526,6.51354860609694,
Gaussian,200,200,10,0.6253735828008979,0.5885163294684284,0.036857253332469586,0.00583725705906155,0.06254906487457072,0.5628245179263273,1.0970648914830248,
Bimodal,200,200,10,0.4173920061140879,0.5350182760964057,0.11762626998231784,0.02820003866719707,-0.930428818075492,1.34782082418958,1.781877008705055,
Outlier,200,200,10,25.852863683479562,26.81244320769814,0.9595795242185794,0.2078629124832446,1.5587386042066163,24.294125079272945,4.61952537931087,
Gaussian,200,200,10,0.6913265036307028,0.7492863946592022,0.05795989102849941,0.016651107228719167,0.08901970157434139,0.6023068020563614,0.5053377110168701,
Bimodal,200,200,10,0.4578939276769511,0.2832542738619989,0.17463965381495217,0.015867366147918276,0.8217470300498901,0.36385310237293905,1.3947871810058108,
Outlier,200,200,10,23.466616786668453,21.86190441314975,1.6047123735187014,0.4238944647284263,-0.23464994731350047,23.701266733981953,1.3390314076854783,
Gaussian,200,200,10,0.7539785936460441,0.7618783601387629,0.00789976649271873,0.021400598150873248,1.4564160254594878,0.7024374318134436,2.023633674768909,
Bimodal,200,200,10,0.4201124783490739,0.16041061444194996,0.2597018639071239,0.050130396707282567,-0.2111215461123941,0.631234024461468,0.8065430864237156,
Outlier,200,200,10,26.644177668681436,28.932576499214292,2.2883988305328558,0.7256608881508931,-0.18503603539772945,26.829213704079166,0.3334158592581279,
Gaussian,200,200,10,0.8982361578949836,0.9208625950615581,0.02262643716657453,0.004301453249935097,2.6550339832225505,1.756797825327567,4.428833294580424,
Bimodal,200,200,10,0.5585689242786328,0.6943573168106303,0.13578839253199748,0.011431354146716498,-0.16880866710973536,0.7273775913883682,2.7401177818988396,
Outlier,200,200,10,24.523153166414755,24.359734210247062,0.16341895616769264,0.4409553872540508,-0.019483438169411275,24.542636604584168,0.47789342096120535,
Gaussian,200,200,10,0.6857865569542251,0.6878686641153393,0.0020821071611142328,0.0028925726048859004,0.5572503321481912,0.12853622480603388,1.3802201154985168,
Bimodal,200,200,10,0.3303533059885188,0.23443262479548,0.09592068119303881,0.02341307577218937,0.5184385201804033,0.18808521419188445,0.9391472989639287,
Outlier,200,200,10,26.45341056329482,25.478574084493875,0.9748364788009454,0.9475107132664037,4.576251943544084,21.877158619750738,2.6732119218915478,
Gaussian,200,200,10,0.7842793268678365,0.8257610835705537,0.04148175670271714,0.02158802729680604,-0.11489958504199001,0.8991789119098266,2.762366607625156,
Bimodal,200,200,10,0.4860746561877916,0.20957120451642924,0.27650345167136237,0.07619141590358265,533.8893003251478,533.40322566896,1634.0868543452846,
